iter	Logloss
387	0.3916701014
388	0.3916046988
389	0.3915319958
390	0.391489009
391	0.3914078597
392	0.3913366694
393	0.3912483267
394	0.3911362696
395	0.3909929212
396	0.3909683001
397	0.3908918618
398	0.3908311221
399	0.390800859
400	0.3907729276
401	0.390737717
402	0.3906344861
403	0.3905492331
404	0.3905104109
405	0.3903860586
406	0.3903471673
407	0.3901987258
408	0.3899977444
409	0.3898518059
410	0.3897485459
411	0.3896067898
412	0.3895760562
413	0.389558288
414	0.3895010017
415	0.3893866496
416	0.3892496455
417	0.3890586156
418	0.3888540501
419	0.3887384942
420	0.3886086779
421	0.3885616773
422	0.3884277573
423	0.3884103231
424	0.3883647143
425	0.3882063327
426	0.3882011499
427	0.3880893983
428	0.3880521435
429	0.387937031
430	0.3878583856
431	0.3877306368
432	0.3876704563
433	0.3875601039
434	0.3874458611
435	0.3874113992
436	0.3873086071
437	0.3872701634
438	0.3872453315
439	0.3871650424
440	0.3870052618
441	0.3869671572
442	0.3868977653
443	0.3867800778
444	0.3867289527
445	0.3867010114
446	0.3864969925
447	0.3864088438
448	0.3863672963
449	0.3863086847
450	0.3862455977
451	0.3862056049
452	0.3860807579
453	0.3859909676
454	0.3859139684
455	0.3857930605
456	0.3857304394
457	0.3856646813
458	0.3855623968
459	0.38551487
460	0.3854573992
461	0.3853764123
462	0.3852277391
463	0.3851218402
464	0.3850946524
465	0.3850255001
466	0.3849970272
467	0.3849451247
468	0.3849153938
469	0.3848682722
470	0.3847761371
471	0.3847237769
472	0.3845410467
473	0.3844763474
474	0.3844587209
475	0.3843569576
476	0.384315825
477	0.3842972472
478	0.3842155487
479	0.3841251862
480	0.3840264301
481	0.3839671666
482	0.3837589327
483	0.3836871658
484	0.3836008839
485	0.3835043986
486	0.3834550586
487	0.383387109
488	0.3832632901
489	0.3831418592
490	0.3830745929
491	0.3830303069
492	0.3829058945
493	0.3828034068
494	0.3826620089
495	0.3825500144
496	0.3824278283
497	0.3823533708
498	0.3822988872
499	0.382209944
500	0.3821648294
501	0.382085077
502	0.3819670974
503	0.3818775623
504	0.3816461769
505	0.3815854675
506	0.3815356011
507	0.3815021285
508	0.3814411431
509	0.3812594073
510	0.3811903845
511	0.3810660313
512	0.3810385627
513	0.3810032206
514	0.3809231376
515	0.3808619267
516	0.3806996152
517	0.3806270907
518	0.3805690859
519	0.3804713017
520	0.3803321387
521	0.3802487956
522	0.3801211751
523	0.3799949975
524	0.3799386337
525	0.3799057884
526	0.379784013
527	0.3796884844
528	0.3796629433
529	0.3795831051
530	0.3794969036
531	0.3794034195
532	0.3793367855
533	0.3792412575
534	0.3792161868
535	0.3791280271
536	0.3791160013
537	0.3790582345
538	0.3790044772
539	0.378863201
540	0.3788287161
541	0.3787443095
542	0.3787161776
543	0.3785314382
544	0.3785246651
545	0.3783489139
546	0.3783448843
547	0.3782708031
548	0.3781617704
549	0.3781339752
550	0.3780700534
551	0.3780384482
552	0.3779715704
553	0.3779487923
554	0.3778760616
555	0.3778590816
556	0.3777656977
557	0.3776599787
558	0.3776198369
559	0.3775060783
560	0.3774595852
561	0.3773477518
562	0.3772171785
563	0.3771468072
564	0.3770358605
565	0.3770158914
566	0.3768589436
567	0.3767688437
568	0.3767381994
569	0.3766796194
570	0.3765706259
571	0.3765105854
572	0.3764338629
573	0.3763411703
574	0.3762674688
575	0.3762142693
576	0.3760928377
577	0.3760135303
578	0.3758862919
579	0.375866228
580	0.3757915591
581	0.3756376663
582	0.3755785408
583	0.3753351474
584	0.3751913108
585	0.3750584614
586	0.3749600703
587	0.3748893186
588	0.3748261561
589	0.3747898088
590	0.3746837571
591	0.3745787459
592	0.3745374746
593	0.3745146755
594	0.374482765
595	0.3743990119
596	0.3743436375
597	0.3742868244
598	0.3742228858
599	0.3741514428
600	0.3740974194
601	0.3740695857
602	0.3740412654
603	0.3740053509
604	0.3739061408
605	0.3738473409
606	0.3737783478
607	0.3736773955
608	0.3734909672
609	0.3734462042
610	0.3733342542
611	0.3732736502
612	0.3731819797
613	0.3730706283
614	0.3730408506
615	0.3729076234
616	0.3728064667
617	0.3727048876
618	0.3726465053
619	0.3725495777
620	0.3724752009
621	0.3723972578
622	0.3723484733
623	0.3722717525
624	0.3722142143
625	0.3721705832
626	0.3720737007
627	0.371989077
628	0.3719001486
629	0.3718122021
630	0.3716733948
631	0.3716303943
632	0.3714903817
633	0.3714212414
634	0.3713529902
635	0.3712596639
636	0.3711432334
637	0.3709979066
638	0.3709330139
639	0.3708868751
640	0.3708352025
641	0.3708066686
642	0.370757385
643	0.3706500398
644	0.3706352758
645	0.3705843311
646	0.3705702444
647	0.3705216363
648	0.3704310502
649	0.3704011778
650	0.3702860417
651	0.3701647213
652	0.370084848
653	0.3699653859
654	0.3699127351
655	0.3698582933
656	0.3698206814
657	0.3697303701
658	0.3696889266
659	0.3695793203
660	0.369520689
661	0.3694179604
662	0.3692846169
663	0.3691755885
664	0.3691017935
665	0.3690000816
666	0.3689238852
667	0.3689106738
668	0.3688678339
669	0.3687224136
670	0.3685361938
671	0.368467951
672	0.3683863796
673	0.3683665583
674	0.3683540344
675	0.368307426
676	0.3681882854
677	0.3681303243
678	0.3680618642
679	0.3679505294
680	0.3678315408
681	0.3677787931
682	0.3676459644
683	0.3675984635
684	0.3674840346
685	0.3674158946
686	0.3673734615
687	0.3673415814
688	0.367319789
689	0.36724654
690	0.3672094614
691	0.3670753827
692	0.3670640694
693	0.3668752248
694	0.3668138144
695	0.3667236301
696	0.3666181194
697	0.366575494
698	0.3665454237
699	0.3664993578
700	0.3664341241
701	0.3664063731
702	0.366353108
703	0.3663053004
704	0.3662399048
705	0.3661400697
706	0.3660394622
707	0.3660013593
708	0.3659394933
709	0.3658585866
710	0.3657635789
711	0.3655953731
712	0.3654921853
713	0.3653881204
714	0.3653417714
715	0.3652804356
716	0.3652313489
717	0.365198709
718	0.365175153
719	0.3650504034
720	0.3650078027
721	0.364914865
722	0.364852952
723	0.3648211824
724	0.3647627218
725	0.3647197991
726	0.3646294603
727	0.3645575163
728	0.3644728586
729	0.3643683663
730	0.3642721907
731	0.3642214582
732	0.3641597869
733	0.3640305217
734	0.364019428
735	0.36397811
736	0.3638686718
737	0.3638312373
738	0.3637666302
739	0.3636610168
740	0.3635477577
741	0.3634652123
742	0.3634325705
743	0.3633088411
744	0.36325764
745	0.3631481186
746	0.3630750435
747	0.3629114568
748	0.3628043816
749	0.3627157501
750	0.3626049821
751	0.3625759275
752	0.3625550036
753	0.3624526755
754	0.3623896217
755	0.3623502287
756	0.3622832177
757	0.3622493896
758	0.3621254993
759	0.3620574232
760	0.3619601619
761	0.3618972606
762	0.3618696287
763	0.3618530061
764	0.3617731392
765	0.3616276171
766	0.3615526513
767	0.3614912861
768	0.3613650986
769	0.3612545625
770	0.3612174253
771	0.3611423141
772	0.3611276394
773	0.3610184539
774	0.3609283054
775	0.3608330096
776	0.3607743831
777	0.3607013695
778	0.3606875413
779	0.3605149949
780	0.3604062321
781	0.3602326797
782	0.3602155301
783	0.3601649641
784	0.3601289252
785	0.3600434339
786	0.359932005
787	0.3597773886
788	0.359712745
789	0.3595662926
790	0.3594799508
791	0.3593503531
792	0.3592600355
793	0.3592384279
794	0.3591458014
795	0.3590240486
796	0.358961999
797	0.3589042015
798	0.358842031
799	0.3588057122
800	0.3587241755
801	0.3586926334
802	0.3585685948
803	0.3584299582
804	0.3584033621
805	0.3583707343
806	0.3583544993
807	0.3583438925
808	0.3582411941
809	0.3581213023
810	0.3580222776
811	0.3580096021
812	0.3579366487
813	0.3579052632
814	0.3578899611
815	0.3577860299
816	0.3577099614
817	0.3576952795
818	0.3575965381
819	0.3574707078
820	0.3574038424
821	0.3573110523
822	0.3572700978
823	0.357214524
824	0.357124144
825	0.3569997629
826	0.3569691041
827	0.3569047518
828	0.3568415272
829	0.3568323701
830	0.3567868
831	0.3567465683
832	0.3566938649
833	0.3566055897
834	0.3565105238
835	0.3563770766
836	0.3562953646
837	0.3562101328
838	0.3560594691
839	0.3559592329
840	0.3558951925
841	0.3558107246
842	0.3557854671
843	0.355747785
844	0.3557071791
845	0.3556479667
846	0.3555579126
847	0.3554823583
848	0.3554080168
849	0.3553629783
850	0.3552044639
851	0.3551677905
852	0.3550576573
853	0.3549654076
854	0.3548599718
855	0.3547785752
856	0.3547128912
857	0.3546616508
858	0.3545830094
859	0.3545497454
860	0.354489425
861	0.3544768404
862	0.3543729708
863	0.3543264439
864	0.354248656
865	0.354117736
866	0.3540280619
867	0.3539702283
868	0.3538581021
869	0.3537581539
870	0.3536694938
871	0.3536536268
872	0.353618918
873	0.3536111694
874	0.3535196283
875	0.3534250125
876	0.3534149373
877	0.3533407638
878	0.3532548912
879	0.3531931105
880	0.3530640649
881	0.3530473391
882	0.3530172046
883	0.3529544624
884	0.3529338628
885	0.3528859961
886	0.3528171049
887	0.3527898405
888	0.3527109054
889	0.3526103811
890	0.3525204562
891	0.3525088246
892	0.3524786109
893	0.3524240014
894	0.3523977885
895	0.3523286952
896	0.3523006399
897	0.3521837339
898	0.3520879369
899	0.3520143342
900	0.3519460545
901	0.3519284913
902	0.3517429049
903	0.3516816961
904	0.351611448
905	0.3515067088
906	0.3513898312
907	0.3513510287
908	0.3513157076
909	0.3512905423
910	0.3512555426
911	0.3512215475
912	0.3511936906
913	0.3511623672
914	0.3511131715
915	0.3510475924
916	0.3509648619
917	0.3509545839
918	0.3509201638
919	0.3508777494
920	0.3507828724
921	0.3507198586
922	0.3506418217
923	0.3505452685
924	0.350503508
925	0.350438882
926	0.3503619833
927	0.3503334931
928	0.3503167538
929	0.3502847169
930	0.3502432259
931	0.3502221677
932	0.3501243267
933	0.3501162398
934	0.350087565
935	0.3500212441
936	0.3499780258
937	0.349914965
938	0.3498459196
939	0.3497997811
940	0.349765239
941	0.3496932011
942	0.3495899356
943	0.3495343291
944	0.3493974509
945	0.3493559563
946	0.3493139175
947	0.3492735712
948	0.3492178837
949	0.3491859044
950	0.3491634904
951	0.3490272333
952	0.3489581601
953	0.3488568738
954	0.3487926812
955	0.348742215
956	0.3487085849
957	0.3486118534
958	0.34853734
959	0.3485115501
960	0.3485015758
961	0.3483707747
962	0.3483440094
963	0.3483152162
964	0.3482872309
965	0.348244827
966	0.3481695273
967	0.3481451249
968	0.3480894247
969	0.3480441522
970	0.3479756558
971	0.3479351117
972	0.3478782466
973	0.3478017055
974	0.3477458273
975	0.3476295035
976	0.347593812
977	0.3474657107
978	0.3473952704
979	0.3473338019
980	0.3473039775
981	0.3472101109
982	0.347169273
983	0.3471329741
984	0.3470375266
985	0.3469213988
986	0.3468988641
987	0.3468161012
988	0.3467515018
989	0.346669346
990	0.3466045523
991	0.3465175462
992	0.3464364342
993	0.3463008819
994	0.3462166355
995	0.3461543475
996	0.3461491935
997	0.3461149337
998	0.3460243191
999	0.3459006835
